# ----------------------------------------
# Wasabi Mobile Data
# Top Events
# 20191224-20191231
# ----------------------------------------

Event Action,story_id,Total Events,Unique Events,Event Value,Avg. Value
chapter3_end,Cupido,10,10,10,1.00
chapter3_end,LoveBites,10,10,10,1.00
chapter3_end,WhiteBFProblems,10,10,10,1.00
chapter3_start,Cupido,10,10,10,1.00
chapter3_start,TattooArtist,10,9,10,1.00
chapter3_start,WhiteBFProblems,10,10,10,1.00
chapter4_end,Cupido,10,10,10,1.00
chapter4_end,LoveBites,10,10,10,1.00
chapter4_start,Cupido,10,10,10,1.00
chapter4_start,LoveBites,10,10,10,1.00
Cupido_02_13.00.00_Chat,Cupido,10,10,10,1.00
Cupido_02_16.00.00_RW,Cupido,10,10,10,1.00
Cupido_03_01.00.00_RW,Cupido,10,10,10,1.00
Cupido_03_02.00.00_Chat,Cupido,10,10,10,1.00
Cupido_03_02.00.00_EmotionChoice_08,Cupido,10,10,10,1.00
Cupido_03_03.00.00_Chat,Cupido,10,10,10,1.00
Cupido_03_03.00.00_FreeChoice_01,Cupido,10,10,10,1.00
Cupido_03_04.00.00_DatingMatch,Cupido,10,10,10,1.00
Cupido_03_05.00.00_DatingChat,Cupido,10,10,10,1.00
Cupido_03_05.00.00_FreeChoice_11,Cupido,10,10,10,1.00
Cupido_03_06.00.00_RW,Cupido,10,10,10,1.00
Cupido_03_07.00.00_DatingChat,Cupido,10,10,10,1.00
Cupido_03_09.00.00_Chat,Cupido,10,10,10,1.00
Cupido_03_09.00.00_EmotionChoice_04,Cupido,10,10,10,1.00
Cupido_03_10.00.00_RW,Cupido,10,10,10,1.00
Cupido_03_11.00.00_Chat,Cupido,10,10,10,1.00
Cupido_03_12.00.00_RW,Cupido,10,10,10,1.00
Cupido_03_14.00.00_DatingMatch,Cupido,10,10,10,1.00
Cupido_03_15.00.00_DatingChat,Cupido,10,10,10,1.00
Cupido_04_01.00.00_RW,Cupido,10,10,10,1.00
Cupido_04_02.00.00_Chat,Cupido,10,10,10,1.00
Cupido_04_03.00.00_Mail,Cupido,10,10,10,1.00
Cupido_04_04.00.00_RW,Cupido,10,10,10,1.00
Cupido_04_05.00.00_Chat,Cupido,10,10,10,1.00
Cupido_04_06.00.00_RW,Cupido,10,10,10,1.00
Cupido_04_07.00.00_Chat,Cupido,10,10,10,1.00
Cupido_04_09.00.00_Chat,Cupido,10,10,10,1.00
Cupido_04_10.00.00_RW,Cupido,10,10,10,1.00
Cupido_04_11.00.00_Chat,Cupido,10,10,10,1.00
FoundersKeepers_02_04.00.00_Chat,FoundersKeepers,10,10,10,1.00
FoundersKeepers_02_04.00.00_EmotionChoice_06,FoundersKeepers,10,10,10,1.00
FoundersKeepers_02_05.00.00_RW,FoundersKeepers,10,10,10,1.00
FoundersKeepers_02_06.00.00_Chat,FoundersKeepers,10,10,10,1.00
FoundersKeepers_02_06.00.00_FreeChoice_02,FoundersKeepers,10,10,10,1.00
FoundersKeepers_02_07.00.00_Mail,FoundersKeepers,10,10,10,1.00
LoveBites_03_02.00.00_DatingChat,LoveBites,10,10,10,1.00
LoveBites_03_03.00.00_RW,LoveBites,10,10,10,1.00
LoveBites_03_04.00.00_Chat,LoveBites,10,10,10,1.00
LoveBites_03_06.00.00_DatingChat,LoveBites,10,10,10,1.00
LoveBites_03_07.00.00_RW,LoveBites,10,10,10,1.00
LoveBites_03_08.00.00_Chat,LoveBites,10,10,10,1.00
LoveBites_03_11.00.00_RW,LoveBites,10,10,10,1.00
LoveBites_04_02.00.00_Chat,LoveBites,10,10,10,1.00
LoveBites_04_03.00.00_RW,LoveBites,10,10,10,1.00
LoveBites_04_04.00.00_DatingChat,LoveBites,10,10,10,1.00
LoveBites_04_06.00.00_Chat,LoveBites,10,10,10,1.00
LoveBites_04_07.00.00_RW,LoveBites,10,10,10,1.00
TattooArtist_03_02.00.00_Chat,TattooArtist,10,9,10,1.00
TattooArtist_03_03.00.00_DatingChat,TattooArtist,10,9,10,1.00
TattooArtist_03_04.00.00_Chat,TattooArtist,10,9,10,1.00
TattooArtist_03_05.00.00_DatingChat,TattooArtist,10,9,10,1.00
TattooArtist_03_06.00.00_RW,TattooArtist,10,9,10,1.00
TattooArtist_03_07.00.00_Chat,TattooArtist,10,9,10,1.00
TattooArtist_03_08.00.00_RW,TattooArtist,10,9,10,1.00
TattooArtist_03_09.00.00_DatingChat,TattooArtist,10,9,10,1.00
WhiteBFProblems_02_01.00.00_RW,WhiteBFProblems,10,10,10,1.00
WhiteBFProblems_02_02.00.00_FreeChoice_10,WhiteBFProblems,10,10,10,1.00
WhiteBFProblems_02_05.00.00_EmotionChoice_04,WhiteBFProblems,10,10,10,1.00
WhiteBFProblems_02_06.00.00_RW,WhiteBFProblems,10,10,10,1.00
WhiteBFProblems_02_07.00.00_Mail,WhiteBFProblems,10,10,10,1.00
WhiteBFProblems_02_09.00.00_Chat,WhiteBFProblems,10,10,10,1.00
WhiteBFProblems_02_09.00.00_FreeChoice_14,WhiteBFProblems,10,10,10,1.00
WhiteBFProblems_02_10.00.00_RW,WhiteBFProblems,10,10,10,1.00
WhiteBFProblems_02_12.00.00_RW,WhiteBFProblems,10,9,10,1.00
WhiteBFProblems_02_14.00.00_RW,WhiteBFProblems,10,10,10,1.00
WhiteBFProblems_03_01.00.00_Chat,WhiteBFProblems,10,10,10,1.00
WhiteBFProblems_03_01.00.00_EmotionChoice_15,WhiteBFProblems,10,10,10,1.00
WhiteBFProblems_03_03.00.00_FreeChoice_07,WhiteBFProblems,10,10,10,1.00
WhiteBFProblems_03_06.00.00_RW,WhiteBFProblems,10,10,10,1.00
WhiteBFProblems_03_07.00.00_Chat,WhiteBFProblems,10,10,10,1.00
WhiteBFProblems_03_09.00.00_Chat,WhiteBFProblems,10,10,10,1.00
WhiteBFProblems_03_09.00.00_EmotionChoice_05,WhiteBFProblems,10,10,10,1.00
WhiteBFProblems_03_10.00.00_Chat,WhiteBFProblems,10,10,10,1.00
WhiteBFProblems_03_12.00.00_Chat,WhiteBFProblems,10,10,10,1.00
chapter1_end,TheArrangement,9,9,9,1.00
chapter1_start,KillerinPhone,9,9,9,1.00
chapter2_end,FoundersKeepers,9,9,9,1.00
chapter2_start,TheArrangement,9,9,9,1.00
chapter3_end,FoundersKeepers,9,9,9,1.00
chapter3_end,TattooArtist,9,8,9,1.00
chapter3_start,FoundersKeepers,9,9,9,1.00
chapter4_end,TattooArtist,9,8,9,1.00
chapter4_start,TattooArtist,9,8,9,1.00
chapter5_end,Cupido,9,9,9,1.00
chapter5_end,TattooArtist,9,8,9,1.00
chapter5_start,TattooArtist,9,8,9,1.00
chapter6_end,Cupido,9,9,9,1.00
chapter6_start,Cupido,9,9,9,1.00
chapter7_end,Cupido,9,9,9,1.00
chapter7_start,Cupido,9,9,9,1.00
Cupido_03_08.00.00_RW,Cupido,9,9,9,1.00
Cupido_03_13.00.00_Mail,Cupido,9,9,9,1.00
Cupido_04_08.00.00_RW,Cupido,9,9,9,1.00
Cupido_05_02.00.00_Chat,Cupido,9,9,9,1.00
Cupido_05_03.00.00_RW,Cupido,9,9,9,1.00
Cupido_05_04.00.00_Chat,Cupido,9,9,9,1.00
Cupido_05_05.00.00_Chat,Cupido,9,9,9,1.00
Cupido_05_06.00.00_RW,Cupido,9,9,9,1.00
Cupido_05_07.00.00_Chat,Cupido,9,9,9,1.00
Cupido_05_09.00.00_Chat,Cupido,9,9,9,1.00
Cupido_05_10.00.00_RW,Cupido,9,9,9,1.00
Cupido_06_01.00.00_Chat,Cupido,9,9,9,1.00
Cupido_06_02.00.00_RW,Cupido,9,9,9,1.00
Cupido_06_03.00.00_Chat,Cupido,9,9,9,1.00
Cupido_06_04.00.00_RW,Cupido,9,9,9,1.00
Cupido_06_05.00.00_Chat,Cupido,9,9,9,1.00
Cupido_06_06.00.00_RW,Cupido,9,9,9,1.00
Cupido_07_01.00.00_RW,Cupido,9,9,9,1.00
Cupido_07_02.00.00_Chat,Cupido,9,9,9,1.00
Cupido_07_03.00.00_RW,Cupido,9,9,9,1.00
Cupido_07_04.00.00_Chat,Cupido,9,9,9,1.00
Cupido_07_05.00.00_RW,Cupido,9,9,9,1.00
FoundersKeepers_02_08.00.00_Chat,FoundersKeepers,9,9,9,1.00
FoundersKeepers_03_01.00.00_Chat,FoundersKeepers,9,9,9,1.00
FoundersKeepers_03_01.00.00_FreeChoice_04,FoundersKeepers,9,9,9,1.00
FoundersKeepers_03_02.00.00_RW,FoundersKeepers,9,9,9,1.00
FoundersKeepers_03_03.00.00_Chat,FoundersKeepers,9,9,9,1.00
FoundersKeepers_03_03.00.00_EmotionChoice_10,FoundersKeepers,9,9,9,1.00
FoundersKeepers_03_03.00.00_FreeChoice_02,FoundersKeepers,9,9,9,1.00
FoundersKeepers_03_04.00.00_RW,FoundersKeepers,9,9,9,1.00
FoundersKeepers_03_05.00.00_Mail,FoundersKeepers,9,9,9,1.00
FoundersKeepers_03_06.00.00_Chat,FoundersKeepers,9,9,9,1.00
FoundersKeepers_03_06.00.00_EmotionChoice_01,FoundersKeepers,9,9,9,1.00
FoundersKeepers_03_07.00.00_Chat,FoundersKeepers,9,9,9,1.00
FoundersKeepers_03_08.00.00_RW,FoundersKeepers,9,9,9,1.00
FoundersKeepers_03_09.00.00_DatingChat,FoundersKeepers,9,9,9,1.00
FoundersKeepers_03_09.00.00_EmotionChoice_03,FoundersKeepers,9,9,9,1.00
FoundersKeepers_03_10.00.00_RW,FoundersKeepers,9,9,9,1.00
KillerinPhone_01_01.00.00_RW,KillerinPhone,9,9,9,1.00
KillerinPhone_01_02.00.00_Chat,KillerinPhone,9,9,9,1.00
KillerinPhone_01_03.00.00_RW,KillerinPhone,9,9,9,1.00
KillerinPhone_01_04.00.00_DatingChat,KillerinPhone,9,9,9,1.00
KillerinPhone_01_04.00.00_FreeChoice_05,KillerinPhone,9,9,9,1.00
KillerinPhone_01_05.00.00_RW,KillerinPhone,9,9,9,1.00
KillerinPhone_01_06.00.00_DatingMatch,KillerinPhone,9,9,9,1.00
KillerinPhone_01_07.00.00_DatingChat,KillerinPhone,9,9,9,1.00
KillerinPhone_01_08.00.00_Chat,KillerinPhone,9,9,9,1.00
LoveBites_03_05.00.00_RW,LoveBites,9,9,9,1.00
LoveBites_03_09.00.00_RW,LoveBites,9,9,9,1.00
LoveBites_03_10.00.00_Mail,LoveBites,9,9,9,1.00
LoveBites_04_01.00.00_RW,LoveBites,9,9,9,1.00
TattooArtist_03_10.00.00_Chat,TattooArtist,9,8,9,1.00
TattooArtist_03_11.00.00_RW,TattooArtist,9,8,9,1.00
TattooArtist_03_12.00.00_Chat,TattooArtist,9,8,9,1.00
TattooArtist_03_13.00.00_RW,TattooArtist,9,8,9,1.00
TattooArtist_04_02.00.00_DatingChat,TattooArtist,9,8,9,1.00
TattooArtist_04_03.00.00_RW,TattooArtist,9,8,9,1.00
TattooArtist_04_04.00.00_Chat,TattooArtist,9,8,9,1.00
TattooArtist_04_05.00.00_RW,TattooArtist,9,8,9,1.00
TattooArtist_04_06.00.00_DatingChat,TattooArtist,9,8,9,1.00
TattooArtist_04_07.00.00_RW,TattooArtist,9,8,9,1.00
TattooArtist_04_09.00.00_RW,TattooArtist,9,8,9,1.00
TattooArtist_05_02.00.00_Chat,TattooArtist,9,8,9,1.00
TattooArtist_05_03.00.00_RW,TattooArtist,9,8,9,1.00
TattooArtist_05_04.00.00_DatingChat,TattooArtist,9,8,9,1.00
TattooArtist_05_05.00.00_RW,TattooArtist,9,8,9,1.00
TattooArtist_05_06.00.00_Chat,TattooArtist,9,8,9,1.00
TattooArtist_05_07.00.00_RW,TattooArtist,9,8,9,1.00
TheArrangement_01_04.00.00_DatingChat,TheArrangement,9,9,9,1.00
TheArrangement_01_05.00.00_Chat,TheArrangement,9,9,9,1.00
TheArrangement_01_06.00.00_RW,TheArrangement,9,9,9,1.00
TheArrangement_01_07.00.00_DatingChat,TheArrangement,9,9,9,1.00
TheArrangement_01_08.00.00_RW,TheArrangement,9,9,9,1.00
TheArrangement_02_01.00.00_RW,TheArrangement,9,9,9,1.00
TheArrangement_02_02.00.00_DatingChat,TheArrangement,9,9,9,1.00
TheArrangement_02_03.00.00_Chat,TheArrangement,9,9,9,1.00
TheArrangement_02_04.00.00_RW,TheArrangement,9,9,9,1.00
WhiteBFProblems_02_02.00.00_Chat,WhiteBFProblems,9,9,9,1.00
WhiteBFProblems_02_03.00.00_RW,WhiteBFProblems,9,9,9,1.00
WhiteBFProblems_02_04.00.00_Chat,WhiteBFProblems,9,9,9,1.00
WhiteBFProblems_02_05.00.00_DatingChat,WhiteBFProblems,9,9,9,1.00
WhiteBFProblems_02_08.00.00_RW,WhiteBFProblems,9,9,9,1.00
WhiteBFProblems_02_11.00.00_Chat,WhiteBFProblems,9,9,9,1.00
WhiteBFProblems_02_13.00.00_Chat,WhiteBFProblems,9,9,9,1.00
WhiteBFProblems_03_02.00.00_RW,WhiteBFProblems,9,9,9,1.00
WhiteBFProblems_03_03.00.00_Chat,WhiteBFProblems,9,9,9,1.00
WhiteBFProblems_03_05.00.00_DatingChat,WhiteBFProblems,9,9,9,1.00
WhiteBFProblems_03_08.00.00_RW,WhiteBFProblems,9,9,9,1.00
WhiteBFProblems_03_11.00.00_RW,WhiteBFProblems,9,9,9,1.00
WhiteBFProblems_03_13.00.00_RW,WhiteBFProblems,9,9,9,1.00
Assassin_01_03.00.00_DatingMatch,Assassin,8,8,8,1.00
Assassin_01_04.00.00_DatingChat,Assassin,8,8,8,1.00
Assassin_01_04.00.00_EmotionChoice_15,Assassin,8,8,8,1.00
Assassin_01_05.00.00_Chat,Assassin,8,8,8,1.00
Assassin_01_05.00.00_FreeChoice_06,Assassin,8,8,8,1.00
Assassin_01_06.00.00_RW,Assassin,8,8,8,1.00
Assassin_01_07.00.00_Chat,Assassin,8,8,8,1.00
Assassin_01_08.00.00_Chat,Assassin,8,8,8,1.00
Assassin_01_09.00.00_DatingMatch,Assassin,8,8,8,1.00
Assassin_01_10.00.00_DatingChat,Assassin,8,8,8,1.00
Assassin_01_10.00.00_FreeChoice_06,Assassin,8,8,8,1.00
Assassin_01_11.00.00_Chat,Assassin,8,8,8,1.00
Assassin_01_11.00.00_FreeChoice_09,Assassin,8,8,8,1.00
Assassin_01_12.00.00_RW,Assassin,8,8,8,1.00
Assassin_01_13.00.00_Chat,Assassin,8,8,8,1.00
Assassin_01_14.00.00_EmotionChoice_20,Assassin,8,8,8,1.00
Assassin_01_14.00.00_RW,Assassin,8,8,8,1.00
Assassin_01_15.00.00_DatingMatch,Assassin,8,8,8,1.00
Assassin_01_16.00.00_DatingChat,Assassin,8,8,8,1.00
Assassin_01_17.00.00_RW,Assassin,8,8,8,1.00
Assassin_02_01.00.00_RW,Assassin,8,8,8,1.00
Assassin_02_03.00.00_Chat,Assassin,8,8,8,1.00
Assassin_02_04.00.00_Chat,Assassin,8,8,8,1.00
Assassin_02_04.00.00_EmotionChoice_26,Assassin,8,8,8,1.00
Assassin_02_05.00.00_RW,Assassin,8,8,8,1.00
Assassin_02_06.00.00_Chat,Assassin,8,8,8,1.00
Assassin_02_06.00.00_FreeChoice_02,Assassin,8,8,8,1.00
Assassin_02_07.00.00_RW,Assassin,8,8,8,1.00
Assassin_02_08.00.00_VisualEffect,Assassin,8,8,8,1.00
Assassin_02_09.00.00_Chat,Assassin,8,8,8,1.00
Assassin_02_10.00.00_FreeChoice_07,Assassin,8,8,8,1.00
Assassin_02_10.00.00_RW,Assassin,8,8,8,1.00
Assassin_02_11.00.00_Chat,Assassin,8,8,8,1.00
Assassin_02_11.00.00_FreeChoice_08,Assassin,8,8,8,1.00
Assassin_02_12.01.01_RW,Assassin,8,8,8,1.00
Assassin_02_12.01.02_Chat,Assassin,8,8,8,1.00
Assassin_02_13.00.00_Chat,Assassin,8,8,8,1.00
Assassin_02_13.00.00_EmotionChoice_09,Assassin,8,8,8,1.00
Assassin_02_15.00.00_DatingChat,Assassin,8,8,8,1.00
Assassin_02_15.00.00_FreeChoice_08,Assassin,8,8,8,1.00
Assassin_02_16.00.00_RW,Assassin,8,8,8,1.00
Assassin_03_01.00.00_RW,Assassin,8,8,8,1.00
Assassin_03_02.00.00_Chat,Assassin,8,8,8,1.00
Assassin_03_03.00.00_Chat,Assassin,8,8,8,1.00
Assassin_03_03.00.00_FreeChoice_21,Assassin,8,8,8,1.00
Assassin_03_04.00.00_Chat,Assassin,8,8,8,1.00
Assassin_03_04.00.00_FreeChoice_10,Assassin,8,8,8,1.00
Assassin_03_05.01.02_Chat,Assassin,8,8,8,1.00
Assassin_03_05.01.03_RW,Assassin,8,8,8,1.00
Assassin_03_06.00.00_DatingChat,Assassin,8,8,8,1.00
Assassin_03_07.00.00_RW,Assassin,8,8,8,1.00
Assassin_03_08.00.00_DatingChat,Assassin,8,8,8,1.00
Assassin_03_08.00.00_EmotionChoice_11,Assassin,8,8,8,1.00
Assassin_03_10.00.00_Chat,Assassin,8,8,8,1.00
chapter1_end,Assassin,8,8,8,1.00
chapter2_end,Assassin,8,8,8,1.00
chapter2_start,Assassin,8,8,8,1.00
chapter3_end,Assassin,8,8,8,1.00
chapter3_start,Assassin,8,8,8,1.00
chapter5_end,LoveBites,8,8,8,1.00
chapter5_start,LoveBites,8,8,8,1.00
Cupido_05_08.00.00_RW,Cupido,8,8,8,1.00
KillerinPhone_01_09.00.00_Chat,KillerinPhone,8,8,8,1.00
KillerinPhone_01_10.00.00_RW,KillerinPhone,8,8,8,1.00
LoveBites_04_05.00.00_RW,LoveBites,8,8,8,1.00
LoveBites_05_01.00.00_RW,LoveBites,8,8,8,1.00
LoveBites_05_02.00.00_Chat,LoveBites,8,8,8,1.00
LoveBites_05_03.00.00_RW,LoveBites,8,8,8,1.00
LoveBites_05_04.00.00_Chat,LoveBites,8,8,8,1.00
TattooArtist_03_01.00.00_RW,TattooArtist,8,8,8,1.00
TattooArtist_03_14.00.00_Chat,TattooArtist,8,7,8,1.00
TattooArtist_03_15.00.00_RW,TattooArtist,8,7,8,1.00
TattooArtist_04_08.00.00_Chat,TattooArtist,8,7,8,1.00
TattooArtist_05_01.00.00_RW,TattooArtist,8,7,8,1.00
TheArrangement_02_05.00.00_DatingChat,TheArrangement,8,8,8,1.00
TheArrangement_02_06.00.00_RW,TheArrangement,8,8,8,1.00
TheArrangement_02_07.00.00_Chat,TheArrangement,8,8,8,1.00
WhiteBFProblems_03_04.00.00_Chat,WhiteBFProblems,8,8,8,1.00
Assassin_02_02.00.00_VisualEffect,Assassin,7,7,7,1.00
Assassin_02_14.00.00_RW,Assassin,7,7,7,1.00
Assassin_03_05.01.01_EmotionChoice_12,Assassin,7,7,7,1.00
Assassin_03_09.00.00_RW,Assassin,7,7,7,1.00
Assassin_04_01.00.00_RW,Assassin,7,7,7,1.00
Assassin_04_02.00.00_Chat,Assassin,7,7,7,1.00
Assassin_04_03.00.00_RW,Assassin,7,7,7,1.00
Assassin_04_04.00.00_DatingChat,Assassin,7,7,7,1.00
Assassin_04_05.00.00_RW,Assassin,7,7,7,1.00
Assassin_04_06.00.00_Chat,Assassin,7,7,7,1.00
Assassin_04_07.00.00_RW,Assassin,7,7,7,1.00
Assassin_04_08.00.00_Chat,Assassin,7,7,7,1.00
Assassin_04_09.00.00_Chat,Assassin,7,7,7,1.00
BeMineAgain_01_01.00.00_RW,BeMineAgain,7,7,7,1.00
chapter1_start,BeMineAgain,7,7,7,1.00
chapter1_start,Heartsong,7,7,7,1.00
chapter1_start,Love&Care,7,7,7,1.00
chapter1_start,PerfectWish,7,7,7,1.00
chapter2_end,TheArrangement,7,7,7,1.00
chapter3_end,TheArrangement,7,7,7,1.00
chapter3_start,TheArrangement,7,7,7,1.00
chapter4_end,Assassin,7,7,7,1.00
chapter4_start,Assassin,7,7,7,1.00
Heartsong_01_01.00.00_RW,Heartsong,7,7,7,1.00
Heartsong_01_02.00.00_Chat,Heartsong,7,7,7,1.00
KillerinPhone_01_10.00.00_EmotionChoice_02,KillerinPhone,7,7,7,1.00
KillerinPhone_01_11.00.00_DatingChat,KillerinPhone,7,7,7,1.00
KillerinPhone_01_12.00.00_RW,KillerinPhone,7,7,7,1.00
KillerinPhone_01_13.00.00_Chat,KillerinPhone,7,7,7,1.00
Love&Care_01_01.00.00_RW,Love&Care,7,7,7,1.00
Love&Care_01_02.00.00_Chat,Love&Care,7,7,7,1.00
LoveBites_05_05.00.00_RW,LoveBites,7,7,7,1.00
PerfectWish_01_01.00.00_Chat,PerfectWish,7,7,7,1.00
PerfectWish_01_01.00.00_EmotionChoice_08,PerfectWish,7,7,7,1.00
PerfectWish_01_01.00.00_FreeChoice_05,PerfectWish,7,7,7,1.00
PerfectWish_01_02.00.00_RW,PerfectWish,7,7,7,1.00
PerfectWish_01_07.00.00_Mail,PerfectWish,7,6,7,1.00
TheArrangement_02_09.00.00_RW,TheArrangement,7,7,7,1.00
TheArrangement_03_01.00.00_RW,TheArrangement,7,7,7,1.00
TheArrangement_03_02.00.00_DatingChat,TheArrangement,7,7,7,1.00
TheArrangement_03_03.00.00_RW,TheArrangement,7,7,7,1.00
TheArrangement_03_04.00.00_Chat,TheArrangement,7,7,7,1.00
TheArrangement_03_05.00.00_RW,TheArrangement,7,7,7,1.00
TheArrangement_03_06.00.00_Chat,TheArrangement,7,7,7,1.00
TheArrangement_03_09.00.00_RW,TheArrangement,7,7,7,1.00
UnknownNumber_07_08.00.00_RW,UnknownNumber,7,7,7,1.00
Assassin_03_05.01.01_DatingChat,Assassin,6,6,6,1.00
Assassin_03_11.00.00_RW,Assassin,6,6,6,1.00
Assassin_04_10.00.00_RW,Assassin,6,6,6,1.00
Assassin_05_01.00.00_RW,Assassin,6,6,6,1.00
Assassin_05_03.00.00_RW,Assassin,6,6,6,1.00
Assassin_05_04.00.00_DatingChat,Assassin,6,6,6,1.00
Assassin_05_05.00.00_RW,Assassin,6,6,6,1.00
BeMineAgain_01_02.00.00_Chat,BeMineAgain,6,6,6,1.00
BeMineAgain_01_03.00.00_RW,BeMineAgain,6,6,6,1.00
BeMineAgain_01_04.00.00_Chat,BeMineAgain,6,6,6,1.00
BeMineAgain_01_05.00.00_RW,BeMineAgain,6,6,6,1.00
BeMineAgain_01_06.00.00_Chat,BeMineAgain,6,6,6,1.00
BeMineAgain_01_07.00.00_RW,BeMineAgain,6,6,6,1.00
BeMineAgain_02_05.00.00_RW,BeMineAgain,6,5,6,1.00
BoundToHappen_01_01.00.00_RW,BoundToHappen,6,6,6,1.00
BoundToHappen_01_02.00.00_Chat,BoundToHappen,6,6,6,1.00
BoundToHappen_01_03.00.00_RW,BoundToHappen,6,6,6,1.00
chapter1_end,KillerinPhone,6,6,6,1.00
chapter1_end,TwinFluencers,6,6,6,1.00
chapter1_start,BoundToHappen,6,6,6,1.00
chapter1_start,HiddenQueen,6,6,6,1.00
chapter1_start,TwinFluencers,6,6,6,1.00
chapter2_start,KillerinPhone,6,6,6,1.00
chapter5_start,Assassin,6,6,6,1.00
Heartsong_01_03.00.00_RW,Heartsong,6,6,6,1.00
HiddenQueen_01_01.00.00_RW,HiddenQueen,6,6,6,1.00
KillerinPhone_01_14.00.00_RW,KillerinPhone,6,6,6,1.00
KillerinPhone_01_15.00.00_DatingChat,KillerinPhone,6,6,6,1.00
KillerinPhone_01_16.00.00_DatingChat,KillerinPhone,6,6,6,1.00
KillerinPhone_01_17.00.00_RW,KillerinPhone,6,6,6,1.00
KillerinPhone_01_18.00.00_DatingChat,KillerinPhone,6,6,6,1.00
KillerinPhone_01_19.00.00_RW,KillerinPhone,6,6,6,1.00
KillerinPhone_01_20.00.00_Chat,KillerinPhone,6,6,6,1.00
KillerinPhone_01_21.00.00_RW,KillerinPhone,6,6,6,1.00
KillerinPhone_01_22.00.00_Chat,KillerinPhone,6,6,6,1.00
KillerinPhone_01_23.00.00_RW,KillerinPhone,6,6,6,1.00
KillerinPhone_02_01.00.00_DatingChat,KillerinPhone,6,6,6,1.00
KillerinPhone_02_03.00.00_Chat,KillerinPhone,6,6,6,1.00
KillerinPhone_02_04.00.00_RW,KillerinPhone,6,6,6,1.00
KillerinPhone_02_05.00.00_DatingChat,KillerinPhone,6,6,6,1.00
KillerinPhone_02_06.00.00_RW,KillerinPhone,6,6,6,1.00
KillerinPhone_02_07.00.00_Chat,KillerinPhone,6,6,6,1.00
KillerinPhone_02_08.00.00_RW,KillerinPhone,6,6,6,1.00
Love&Care_01_03.00.00_Mail,Love&Care,6,6,6,1.00
Love&Care_01_04.00.00_Chat,Love&Care,6,6,6,1.00
Love&Care_01_05.00.00_RW,Love&Care,6,6,6,1.00
Love&Care_01_06.00.00_Chat,Love&Care,6,6,6,1.00
Love&Care_01_07.00.00_RW,Love&Care,6,6,6,1.00
PerfectWish_01_03.00.00_Chat,PerfectWish,6,6,6,1.00
PerfectWish_01_03.00.00_EmotionChoice_06,PerfectWish,6,6,6,1.00
PerfectWish_01_04.00.00_Chat,PerfectWish,6,6,6,1.00
PerfectWish_01_05.00.00_Chat,PerfectWish,6,6,6,1.00
PerfectWish_01_06.00.00_RW,PerfectWish,6,6,6,1.00
TattooArtist_04_01.00.00_RW,TattooArtist,6,6,6,1.00
TheArrangement_02_08.00.00_DatingChat,TheArrangement,6,6,6,1.00
TheArrangement_03_07.00.00_RW,TheArrangement,6,6,6,1.00
TwinFluencers_01_01.00.00_RW,TwinFluencers,6,6,6,1.00
TwinFluencers_01_02.00.00_Chat,TwinFluencers,6,6,6,1.00
TwinFluencers_01_03.00.00_Mail,TwinFluencers,6,6,6,1.00
TwinFluencers_01_04.00.00_Chat,TwinFluencers,6,6,6,1.00
TwinFluencers_01_05.00.00_Chat,TwinFluencers,6,6,6,1.00
TwinFluencers_01_06.00.00_Chat,TwinFluencers,6,6,6,1.00
TwinFluencers_01_07.00.00_Chat,TwinFluencers,6,6,6,1.00
TwinFluencers_01_07.00.00_FreeChoice_07,TwinFluencers,6,6,6,1.00
TwinFluencers_01_08.00.00_Chat,TwinFluencers,6,6,6,1.00
TwinFluencers_01_08.00.00_EmotionChoice_05,TwinFluencers,6,6,6,1.00
TwinFluencers_01_09.00.00_FreeChoice_14,TwinFluencers,6,6,6,1.00
TwinFluencers_01_09.00.00_RW,TwinFluencers,6,6,6,1.00
TwinFluencers_01_10.00.00_FreeChoice_00,TwinFluencers,6,6,6,1.00
TwinFluencers_01_10.00.00_SocialChoice,TwinFluencers,6,6,6,1.00
TwinFluencers_01_11.00.00_Chat,TwinFluencers,6,6,6,1.00
TwinFluencers_01_11.00.00_FreeChoice_09,TwinFluencers,6,6,6,1.00
TwinFluencers_01_12.00.00_RW,TwinFluencers,6,6,6,1.00
TwinFluencers_01_13.00.00_Chat,TwinFluencers,6,6,6,1.00
TwinFluencers_01_14.00.00_RW,TwinFluencers,6,6,6,1.00
TwinFluencers_01_15.00.00_EmotionChoice_00,TwinFluencers,6,6,6,1.00
TwinFluencers_01_15.00.00_SocialChoice,TwinFluencers,6,6,6,1.00
TwinFluencers_01_16.00.00_Chat,TwinFluencers,6,6,6,1.00
TwinFluencers_01_17.01.01_RW,TwinFluencers,6,6,6,1.00
Assassin_05_02.00.00_Chat,Assassin,5,5,5,1.00
Assassin_05_06.00.00_Chat,Assassin,5,5,5,1.00
Assassin_05_07.00.00_RW,Assassin,5,5,5,1.00
Assassin_05_08.00.00_Chat,Assassin,5,5,5,1.00
Assassin_05_09.00.00_RW,Assassin,5,5,5,1.00
BeMineAgain_02_01.00.00_RW,BeMineAgain,5,5,5,1.00
BeMineAgain_02_02.00.00_Chat,BeMineAgain,5,5,5,1.00
BeMineAgain_02_04.00.00_Chat,BeMineAgain,5,5,5,1.00
BeMineAgain_02_06.00.00_Chat,BeMineAgain,5,5,5,1.00
